B.6g Gross Disposable Household Income by Local Authority1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,£ million
East of England,E07000243,Stevenage,939,990,1012,1112,1195,1242,1272,1307,1353,1419,1499,1549,1624,1609,1642,1737,1837,1900,2036,2056
East of England,E07000102,Three Rivers,1110,1172,1200,1296,1374,1389,1420,1452,1502,1565,1664,1712,1774,1782,1787,1907,2024,2092,2258,2281
East of England,E07000103,Watford,1040,1113,1130,1239,1313,1336,1376,1418,1484,1549,1648,1725,1803,1819,1863,1989,2128,2218,2379,2400
East of England,E07000241,Welwyn Hatfield,1210,1272,1307,1421,1505,1564,1620,1691,1789,1917,2041,2112,2212,2204,2246,2370,2531,2642,2872,2988
East of England,E07000143,Breckland,1161,1212,1249,1352,1437,1463,1508,1562,1642,1678,1782,1873,1912,1948,2014,2119,2147,2202,2346,2362
East of England,E07000144,Broadland,1204,1252,1278,1359,1430,1461,1484,1512,1560,1571,1657,1731,1764,1802,1851,1935,1972,2006,2153,2178
East of England,E07000145,Great Yarmouth,871,896,916,966,1020,1034,1069,1109,1145,1149,1215,1283,1336,1359,1404,1466,1491,1506,1612,1625
East of England,E07000146,King’s Lynn and West Norfolk,1254,1299,1340,1441,1538,1583,1637,1698,1786,1824,1937,2053,2167,2234,2313,2425,2488,2531,2662,2711
East of England,E07000147,North Norfolk,930,967,992,1059,1128,1171,1199,1222,1277,1287,1351,1434,1464,1505,1559,1629,1670,1703,1796,1822
East of England,E07000148,Norwich,1195,1226,1257,1348,1436,1480,1523,1571,1648,1681,1772,1866,1946,2016,2093,2219,2284,2336,2517,2582
East of England,E07000149,South Norfolk,1131,1170,1205,1292,1371,1410,1450,1498,1560,1587,1676,1766,1817,1877,1949,2057,2092,2158,2314,2343
East of England,E07000200,Babergh,855,872,907,993,1047,1094,1118,1158,1199,1242,1280,1347,1396,1399,1403,1472,1508,1550,1645,1684
East of England,E07000201,Forest Heath,658,647,669,736,706,731,764,795,831,841,869,922,953,962,993,1042,1061,1121,1196,1209
East of England,E07000202,Ipswich,1116,1160,1199,1321,1404,1454,1510,1605,1713,1778,1855,1994,2109,2145,2193,2329,2398,2454,2615,2680
East of England,E07000203,Mid Suffolk,871,895,939,1042,1089,1139,1164,1221,1276,1317,1385,1477,1539,1542,1556,1642,1690,1737,1855,1899
East of England,E07000204,St Edmundsbury,979,1038,1060,1172,1246,1297,1339,1398,1457,1517,1580,1684,1755,1773,1808,1893,1948,2000,2132,2166
East of England,E07000205,Suffolk Coastal,1213,1239,1261,1378,1446,1489,1525,1594,1664,1722,1810,1937,1982,1991,2006,2084,2148,2203,2341,2393
East of England,E07000206,Waveney,1054,1076,1110,1225,1300,1343,1400,1467,1528,1566,1622,1718,1778,1757,1754,1843,1896,1915,2038,2073
London,E09000007,Camden,3450,3781,4106,4715,4845,4889,4993,5498,6203,6807,7494,8135,8094,7733,7649,8483,9557,9867,10909,11185
London,E09000001,City of London,118,136,162,190,206,204,211,225,253,281,330,336,336,313,309,303,317,331,398,411
London,E09000012,Hackney ,1247,1401,1603,1863,2010,2092,2205,2392,2678,2978,3249,3445,3636,3706,3840,4187,4562,4829,5266,5513
London,E09000013,Hammersmith and Fulham ,4016,4149,4442,4921,5027,5030,5148,5494,5958,6600,7314,7747,7952,7626,7442,8053,8974,9430,10211,10098
London,E09000014,Haringey,3296,3396,3626,3889,4006,4139,4220,4447,4708,5052,5404,5617,5741,5885,5968,6426,6580,6879,7363,7395
London,E09000019,Islington,2667,2823,2991,3269,3361,3437,3500,3653,3910,4229,4604,4791,4835,4984,5156,5617,5863,6197,6729,6816
London,E09000020,Kensington and Chelsea,4196,4272,4533,5136,5313,5267,5403,5769,6260,6762,7429,7937,7725,7371,7153,7897,8759,9451,10103,9814
London,E09000022,Lambeth ,2895,3071,3331,3687,3809,3882,3981,4208,4518,4855,5266,5459,5575,5754,5928,6414,6757,7127,7997,8065
London,E09000023,Lewisham ,2464,2618,2801,3053,3188,3272,3404,3583,3836,4136,4430,4608,4670,4874,4920,5314,5599,5979,6500,6618
London,E09000025,Newham ,1477,1634,1828,2125,2324,2484,2661,2847,3121,3424,3764,4016,4154,4359,4546,4894,5233,5465,6048,6386
London,E09000028,Southwark,2399,2559,2819,3149,3285,3340,3482,3703,4036,4381,4747,4921,5070,5345,5427,5866,6221,6609,7167,7256
London,E09000030,Tower Hamlets,2426,2560,2742,3014,3163,3273,3392,3576,3806,4106,4447,4631,4848,5005,5119,5530,5874,6181,6794,6990
London,E09000032,Wandsworth,3652,4075,4559,5224,5471,5524,5658,6108,6879,7603,8522,8929,9135,8786,8537,9245,10193,10870,11586,11988
London,E09000033,Westminster,3833,4067,4525,5136,5391,5456,5634,6115,6870,7524,8288,8789,8909,8591,8499,9440,10454,11178,12262,12319
London,E09000002,Barking and Dagenham,1524,1632,1701,1844,2002,2087,2164,2244,2312,2383,2549,2696,2783,2877,2960,3213,3354,3483,3768,4004
London,E09000003,Barnet,3891,4156,4415,4850,5068,5259,5521,5745,6157,6478,6916,7219,7224,7386,7566,8319,8760,9316,10451,10564
London,E09000004,Bexley,2817,2887,2963,3119,3280,3324,3429,3520,3602,3696,3906,4021,4035,4093,4106,4335,4491,4645,4974,5090
London,E09000005,Brent ,2769,2959,3156,3445,3667,3821,3972,4107,4409,4599,4957,5243,5400,5502,5682,6193,6608,6946,7556,7697
London,E09000006,Bromley,4079,4298,4523,4874,5052,5169,5439,5731,6011,6229,6562,6694,6642,6756,6917,7458,7759,8137,8748,8900
London,E09000008,Croydon,3416,3589,3807,4170,4398,4554,4800,5063,5340,5541,5904,6129,6115,6258,6451,6960,7256,7423,8034,8343
London,E09000009,Ealing,3799,4001,4242,4539,4776,4945,5127,5290,5536,5727,6073,6361,6459,6614,6766,7333,7795,8251,8929,9191
London,E09000010,Enfield,2943,3080,3201,3493,3735,3836,3986,4158,4355,4534,4897,5156,5208,5301,5405,5865,6052,6345,6922,7122
London,E09000011,Greenwich,2656,2740,2844,3048,3256,3379,3512,3652,3810,3969,4203,4386,4490,4620,4731,5061,5290,5516,5916,6086
London,E09000015,Harrow,2430,2582,2741,2963,3145,3287,3467,3591,3826,3935,4223,4403,4379,4518,4586,4950,5218,5375,5802,5951
London,E09000016,Havering,2438,2521,2613,2792,2950,3016,3152,3257,3376,3485,3713,3866,3852,3913,3959,4250,4393,4484,4838,5091
London,E09000017,Hillingdon,2737,2915,3095,3336,3502,3656,3829,3979,4214,4382,4654,4881,4914,5015,5134,5598,5984,6210,6806,7029
London,E09000018,Hounslow,3496,3667,3802,4063,4220,4335,4478,4624,4873,5114,5408,5647,5798,5923,6067,6555,6879,7133,7758,8110
London,E09000021,Kingston upon Thames,2068,2193,2332,2529,2622,2683,2798,2963,3098,3198,3400,3486,3428,3494,3564,3887,4086,4207,4547,4681
London,E09000024,Merton,2619,2727,2891,3151,3289,3340,3452,3630,3808,3944,4175,4288,4271,4370,4462,4758,5010,5151,5494,5625
London,E09000026,Redbridge,2639,2729,2858,3079,3303,3421,3585,3735,3903,4035,4280,4477,4494,4595,4699,5134,5331,5548,6092,6308
London,E09000027,Richmond upon Thames,3159,3267,3444,3685,3770,3822,3969,4101,4277,4445,4686,4804,4741,4762,4866,5194,5509,5746,6238,6492
London,E09000029,Sutton,2444,2542,2636,2854,2928,2988,3113,3257,3425,3531,3726,3828,3813,3886,3963,4273,4477,4578,4931,5042
London,E09000031,Waltham Forest,2413,2517,2590,2779,2995,3109,3207,3326,3473,3634,3910,4108,4188,4328,4433,4807,5027,5258,5694,5922
South East,E06000036,Bracknell Forest,1481,1532,1562,1677,1697,1750,1778,1805,1869,1967,2108,2161,2200,2207,2254,2397,2525,2585,2758,2842
South East,E06000043,Brighton and Hove,2945,3027,3143,3371,3537,3644,3689,3827,4067,4173,4341,4559,4740,4748,4855,5054,5255,5404,5857,5889
South East,E06000046,Isle of Wight,1256,1311,1349,1436,1559,1610,1634,1719,1812,1909,1991,2055,2148,2170,2205,2244,2288,2287,2372,2354
South East,E06000035,Medway,2624,2646,2741,2931,3074,3173,3212,3360,3457,3576,3771,3898,4064,4084,4173,4340,4441,4552,4860,4953
South East,E06000042,Milton Keynes,2234,2341,2435,2618,2742,2934,3019,3197,3351,3516,3739,3920,4006,4164,4240,4418,4544,4721,5104,5335
South East,E06000044,Portsmouth,1775,1802,1874,2040,2045,2138,2171,2205,2227,2265,2366,2458,2617,2636,2698,2744,2865,2928,3164,3214
South East,E06000038,Reading,1884,1973,2019,2221,2264,2337,2377,2454,2575,2715,2931,3024,3038,3044,3116,3305,3478,3560,3785,3923
South East,E06000039,Slough,1481,1557,1579,1724,1785,1847,1893,1941,2047,2175,2370,2487,2573,2608,2711,2864,3010,3065,3269,3391
South East,E06000045,Southampton,2057,2081,2096,2250,2357,2464,2503,2591,2644,2761,2918,2992,3096,3114,3188,3309,3413,3497,3696,3705
South East,E06000037,West Berkshire,1958,2014,2072,2209,2246,2292,2331,2398,2501,2645,2842,2937,2970,2944,3000,3141,3277,3314,3533,3647
South East,E06000040,Windsor and Maidenhead,1986,2042,2054,2215,2222,2257,2286,2308,2434,2551,2730,2834,2866,2853,2941,3088,3209,3326,3541,3659
South East,E06000041,Wokingham,2133,2225,2280,2457,2468,2519,2547,2590,2662,2767,2966,3006,3045,3020,3084,3245,3382,3484,3755,3881
South East,E07000004,Aylesbury Vale,2287,2386,2511,2714,2874,2951,2968,3088,3205,3471,3637,3727,3863,3852,3937,4120,4329,4495,4922,5028
South East,E07000005,Chiltern,1458,1502,1533,1613,1678,1686,1699,1771,1804,1971,2040,2141,2148,2103,2120,2212,2280,2374,2564,2581
South East,E07000006,South Bucks,995,1028,1052,1118,1155,1167,1183,1237,1289,1404,1490,1536,1556,1575,1588,1637,1700,1803,1929,1941
South East,E07000007,Wycombe,2405,2479,2579,2753,2873,2942,2975,3097,3221,3463,3613,3715,3833,3816,3879,4054,4203,4294,4635,4614
South East,E07000061,Eastbourne,995,1025,1071,1152,1209,1261,1309,1360,1446,1517,1643,1703,1730,1785,1787,1852,1944,1980,2100,2114
South East,E07000062,Hastings,937,957,1015,1082,1135,1187,1221,1265,1326,1389,1501,1546,1606,1643,1649,1719,1809,1827,1929,1951
South East,E07000063,Lewes,1061,1089,1151,1233,1304,1338,1357,1395,1453,1515,1640,1697,1732,1783,1803,1878,1978,2008,2134,2145
South East,E07000064,Rother,1003,1024,1057,1115,1156,1191,1221,1243,1300,1358,1470,1536,1556,1594,1593,1651,1733,1761,1874,1878
South East,E07000065,Wealden,1716,1803,1859,1963,2032,2082,2125,2170,2265,2373,2530,2618,2632,2739,2738,2868,3026,3083,3295,3311
South East,E07000084,Basingstoke and Deane,2038,2094,2162,2319,2400,2470,2512,2622,2688,2778,2940,3041,3166,3185,3255,3481,3622,3686,3949,3992
South East,E07000085,East Hampshire,1472,1515,1599,1702,1781,1832,1847,1915,2001,2090,2207,2294,2372,2396,2439,2559,2642,2708,2895,2928
South East,E07000086,Eastleigh,1235,1275,1361,1461,1541,1615,1640,1714,1788,1858,1968,2046,2132,2159,2223,2365,2469,2511,2618,2675
South East,E07000087,Fareham,1178,1226,1271,1359,1437,1498,1513,1565,1596,1654,1748,1824,1888,1893,1938,2070,2153,2196,2305,2352
South East,E07000088,Gosport,781,804,832,891,945,993,1029,1081,1120,1170,1241,1297,1360,1354,1380,1468,1531,1561,1638,1683
South East,E07000089,Hart,1239,1261,1273,1360,1399,1438,1447,1513,1553,1617,1707,1771,1794,1780,1814,1922,1996,2051,2216,2232
South East,E07000090,Havant,1225,1264,1306,1376,1448,1522,1537,1601,1653,1712,1804,1871,1951,1958,1999,2114,2219,2263,2375,2434
South East,E07000091,New Forest,2227,2280,2346,2527,2613,2703,2764,2896,3006,3152,3295,3415,3501,3481,3561,3758,3811,3885,4168,4193
South East,E07000092,Rushmoor,1159,1213,1259,1321,1393,1429,1439,1490,1533,1599,1698,1755,1804,1825,1856,1960,2039,2075,2210,2255
South East,E07000093,Test Valley,1448,1521,1547,1688,1756,1815,1844,1939,2015,2120,2239,2319,2375,2361,2415,2560,2623,2683,2892,2967
South East,E07000094,Winchester,1441,1527,1578,1717,1779,1832,1845,1957,2040,2122,2252,2361,2410,2444,2510,2674,2754,2831,3061,3106
South East,E07000105,Ashford,1204,1235,1295,1409,1487,1535,1561,1653,1733,1817,1912,1979,2035,2055,2090,2221,2323,2387,2498,2498
South East,E07000106,Canterbury,1220,1268,1351,1485,1580,1669,1720,1815,1901,1978,2108,2188,2274,2351,2433,2589,2711,2802,2991,3035
South East,E07000107,Dartford,912,941,981,1053,1100,1153,1183,1230,1294,1357,1440,1507,1558,1581,1628,1719,1787,1854,1994,2044
South East,E07000108,Dover,934,970,1015,1090,1155,1203,1235,1304,1360,1420,1506,1559,1648,1665,1701,1771,1846,1893,1984,1991
South East,E07000109,Gravesham,991,1021,1061,1130,1187,1232,1246,1298,1342,1391,1472,1521,1584,1597,1636,1706,1770,1829,1938,1960
South East,E07000110,Maidstone,1785,1814,1862,2007,2085,2135,2175,2269,2345,2451,2582,2667,2745,2782,2838,2986,3122,3203,3387,3380
South East,E07000111,Sevenoaks,1756,1773,1796,1939,1984,2002,2026,2123,2202,2302,2392,2448,2465,2458,2526,2652,2743,2857,3060,2979
South East,E07000112,Shepway,878,908,959,1031,1076,1134,1177,1235,1310,1372,1452,1517,1607,1624,1671,1745,1797,1821,1927,1931
South East,E07000113,Swale,1251,1286,1354,1456,1532,1608,1647,1714,1764,1831,1930,2007,2076,2103,2153,2247,2336,2400,2548,2600
South East,E07000114,Thanet,1103,1135,1198,1287,1362,1430,1460,1533,1611,1681,1772,1846,1946,1965,2018,2117,2203,2276,2402,2395
South East,E07000115,Tonbridge and Malling,1661,1675,1714,1858,1912,1977,1990,2100,2177,2292,2409,2478,2525,2564,2608,2744,2891,3000,3236,3195
South East,E07000116,Tunbridge Wells,1588,1627,1671,1807,1863,1901,1914,2020,2096,2199,2308,2393,2466,2480,2530,2645,2751,2823,3031,2982
South East,E07000177,Cherwell,1642,1701,1771,1944,1986,2046,2084,2185,2230,2404,2484,2577,2661,2628,2686,2832,2946,3052,3311,3400
South East,E07000178,Oxford,1794,1882,1969,2139,2175,2280,2370,2519,2633,2807,2865,2945,3011,3009,3107,3316,3455,3610,3874,3973
South East,E07000179,South Oxfordshire,1700,1764,1823,1970,1997,2063,2064,2134,2205,2346,2443,2488,2569,2541,2584,2734,2835,2925,3185,3250
South East,E07000180,Vale of White Horse,1493,1546,1576,1715,1767,1805,1819,1877,1938,2087,2152,2227,2263,2244,2298,2432,2512,2622,2876,2964
South East,E07000181,West Oxfordshire,1261,1288,1339,1426,1447,1489,1513,1576,1617,1754,1843,1897,1957,1936,1986,2124,2201,2255,2438,2475
South East,E07000207,Elmbridge,2034,2152,2252,2377,2425,2485,2470,2587,2761,2980,3088,3177,3199,3188,3254,3462,3642,3744,4003,3991
South East,E07000208,Epsom and Ewell,1067,1138,1180,1245,1266,1315,1322,1373,1465,1598,1674,1716,1699,1738,1797,1908,1996,2060,2209,2210
South East,E07000209,Guildford,2060,2173,2292,2410,2464,2536,2535,2629,2772,2976,3102,3138,3180,3258,3345,3584,3774,3903,4229,4291
South East,E07000210,Mole Valley,1291,1346,1406,1474,1490,1548,1540,1592,1717,1827,1907,1973,1970,1965,2008,2158,2238,2265,2409,2397
South East,E07000211,Reigate and Banstead,1893,2028,2122,2245,2304,2371,2403,2497,2659,2876,3026,3072,3127,3141,3197,3420,3573,3678,3923,3924
South East,E07000212,Runnymede,1219,1305,1371,1434,1468,1509,1517,1559,1643,1750,1837,1866,1893,1899,1940,2056,2208,2287,2457,2504
South East,E07000213,Spelthorne,1423,1492,1558,1626,1653,1707,1706,1756,1865,2009,2088,2132,2177,2177,2241,2377,2513,2571,2750,2767
South East,E07000214,Surrey Heath,1324,1394,1460,1503,1515,1566,1588,1630,1720,1851,1930,1927,1980,1982,2026,2148,2259,2314,2476,2460
South East,E07000215,Tandridge,1221,1294,1349,1410,1441,1482,1510,1542,1631,1771,1846,1876,1870,1887,1920,2031,2140,2188,2345,2322
South East,E07000216,Waverley,1866,1969,2017,2108,2152,2211,2223,2288,2407,2581,2664,2734,2765,2764,2832,2999,3135,3215,3430,3427
South East,E07000217,Woking,1388,1464,1539,1621,1648,1699,1724,1778,1915,2084,2171,2218,2267,2290,2342,2476,2601,2666,2844,2846
South East,E07000223,Adur,665,698,710,775,826,850,860,887,937,983,1028,1044,1063,1079,1102,1170,1231,1261,1363,1370
South East,E07000224,Arun,1559,1640,1686,1816,1935,1996,2042,2126,2243,2337,2447,2498,2544,2584,2634,2790,2932,2979,3222,3261
South East,E07000225,Chichester,1245,1323,1362,1479,1545,1580,1610,1687,1773,1856,1906,1975,2014,2042,2112,2223,2329,2355,2567,2599
South East,E07000226,Crawley,1370,1433,1447,1556,1628,1638,1652,1718,1799,1884,1972,2015,2062,2095,2152,2267,2374,2409,2539,2547
South East,E07000227,Horsham,1793,1834,1902,2025,2088,2149,2175,2251,2345,2440,2502,2559,2578,2600,2666,2788,2890,2956,3144,3170
South East,E07000228,Mid Sussex,1893,1966,1971,2102,2182,2218,2266,2342,2433,2521,2628,2688,2724,2749,2821,2952,3098,3160,3344,3370
South East,E07000229,Worthing,1085,1142,1174,1273,1340,1392,1430,1480,1567,1652,1731,1775,1815,1858,1921,2019,2112,2167,2353,2378
South West,E06000022,Bath and North East Somerset,2020,2128,2245,2348,2386,2423,2502,2541,2658,2814,2932,3071,3065,3124,3219,3364,3535,3656,3983,4104
South West,E06000028,Bournemouth,1822,1888,1976,2135,2222,2270,2320,2410,2537,2674,2837,2917,2895,3034,3148,3278,3422,3495,3746,3766
South West,E06000023,"Bristol, City of",4042,4152,4309,4583,4784,4846,4940,5140,5323,5609,5899,6116,6176,6365,6588,6809,7112,7412,7881,8040
South West,E06000052,Cornwall,4804,4975,5049,5396,5758,6047,6177,6430,6697,7063,7373,7635,7783,7978,8238,8552,8734,8947,9357,9446
South West,E06000053,Isles of Scilly,26,27,28,32,32,33,34,34,34,41,39,39,40,39,41,44,41,41,45,44
South West,E06000024,North Somerset,2184,2306,2396,2463,2497,2535,2636,2727,2858,3060,3194,3361,3387,3401,3466,3601,3751,3879,4185,4231
South West,E06000026,Plymouth,2278,2340,2378,2523,2579,2642,2728,2816,2900,3030,3176,3301,3399,3538,3619,3695,3792,3894,4027,3974
South West,E06000029,Poole,1609,1651,1709,1816,1865,1887,1922,1979,2066,2183,2289,2352,2311,2350,2405,2468,2568,2624,2790,2793
South West,E06000025,South Gloucestershire,2886,3041,3194,3319,3377,3449,3571,3668,3830,4081,4238,4430,4479,4532,4662,4899,5126,5292,5729,5848
South West,E06000030,Swindon,1951,2087,2191,2330,2450,2551,2606,2659,2769,2905,3028,3158,3303,3287,3373,3516,3627,3768,3959,4052
South West,E06000027,Torbay,1252,1271,1327,1458,1481,1511,1564,1625,1720,1787,1822,1914,1942,1962,1993,2056,2128,2200,2266,2294
South West,E06000054,Wiltshire,4976,5106,5301,5753,6043,6233,6452,6673,6962,7338,7671,7940,8016,8147,8426,8711,9143,9476,9955,9989
South West,E07000040,East Devon,1359,1384,1427,1487,1551,1612,1634,1700,1793,1899,1986,2104,2138,2130,2174,2260,2324,2393,2547,2575
South West,E07000041,Exeter,1206,1242,1278,1337,1409,1462,1494,1568,1671,1772,1850,1945,2017,2019,2070,2193,2313,2398,2590,2655
South West,E07000042,Mid Devon,736,759,784,824,868,904,922,976,1024,1088,1147,1211,1261,1250,1277,1325,1377,1400,1479,1492
South West,E07000043,North Devon,960,972,1009,1047,1095,1135,1174,1227,1289,1372,1423,1489,1532,1526,1552,1610,1655,1681,1775,1790
South West,E07000044,South Hams,946,976,1005,1038,1098,1123,1144,1181,1246,1311,1361,1440,1450,1438,1444,1494,1539,1564,1658,1659
South West,E07000045,Teignbridge,1301,1352,1378,1433,1493,1562,1593,1653,1739,1834,1896,1984,2047,2029,2047,2134,2220,2280,2421,2446
South West,E07000046,Torridge,604,632,656,689,732,765,788,831,869,921,957,1005,1041,1034,1043,1093,1127,1153,1223,1237
South West,E07000047,West Devon,531,548,564,586,617,657,654,683,719,766,802,844,865,864,876,914,940,955,1004,1012
South West,E07000048,Christchurch,522,548,564,600,620,619,649,667,691,735,759,798,796,822,857,884,916,964,1012,1021
South West,E07000049,East Dorset,1022,1079,1103,1166,1192,1218,1271,1289,1328,1413,1465,1501,1497,1531,1576,1642,1692,1757,1829,1831
South West,E07000050,North Dorset,693,724,753,809,840,877,921,960,1004,1091,1142,1178,1177,1207,1252,1298,1357,1394,1448,1452
South West,E07000051,Purbeck,531,562,565,604,618,634,645,667,699,748,767,801,792,813,841,865,900,925,971,971
South West,E07000052,West Dorset,1047,1110,1148,1217,1265,1298,1375,1416,1485,1587,1641,1705,1696,1744,1817,1872,1937,1992,2061,2061
South West,E07000053,Weymouth and Portland,723,756,760,813,847,892,931,952,995,1069,1108,1141,1143,1166,1202,1239,1277,1303,1348,1338
South West,E07000078,Cheltenham,1292,1325,1386,1486,1565,1572,1562,1642,1773,1877,1931,2013,2048,2103,2144,2234,2316,2412,2516,2505
South West,E07000079,Cotswold,1000,1040,1097,1156,1170,1167,1189,1238,1318,1378,1423,1469,1477,1490,1500,1571,1648,1731,1821,1826
South West,E07000080,Forest of Dean,905,929,965,1021,1065,1069,1093,1144,1228,1291,1324,1375,1374,1387,1409,1458,1519,1584,1674,1672
South West,E07000081,Gloucester,1212,1246,1305,1397,1449,1471,1506,1597,1722,1846,1933,2017,2064,2099,2149,2254,2371,2491,2626,2630
South West,E07000082,Stroud,1247,1286,1326,1408,1472,1483,1499,1575,1683,1761,1824,1889,1908,1930,1966,2042,2137,2252,2382,2372
South West,E07000083,Tewkesbury,920,905,939,1010,1045,1061,1066,1114,1183,1251,1299,1344,1371,1399,1432,1497,1582,1674,1771,1789
South West,E07000187,Mendip,1124,1173,1216,1275,1349,1375,1425,1494,1554,1645,1712,1785,1786,1833,1878,1932,1978,2059,2158,2182
South West,E07000188,Sedgemoor,1133,1186,1219,1275,1336,1359,1410,1496,1559,1664,1738,1819,1826,1880,1938,2004,2064,2149,2247,2266
South West,E07000189,South Somerset,1627,1701,1756,1833,1916,1942,2034,2136,2221,2373,2468,2581,2591,2645,2723,2791,2855,2962,3079,3082
South West,E07000190,Taunton Deane,1086,1132,1164,1217,1308,1346,1404,1473,1542,1629,1695,1760,1785,1845,1887,1948,2001,2072,2173,2193
South West,E07000191,West Somerset,360,386,400,412,438,441,464,475,490,512,532,559,553,563,563,574,583,598,617,608
Wales,W06000001,Isle of Anglesey,657,681,693,730,741,761,800,854,869,879,919,979,998,1009,1035,1075,1100,1111,1147,1147
Wales,W06000002,Gwynedd,1054,1066,1106,1160,1227,1289,1324,1409,1456,1535,1558,1578,1610,1624,1650,1707,1730,1774,1855,1873
Wales,W06000003,Conwy,1141,1160,1180,1244,1298,1359,1411,1467,1539,1560,1596,1674,1664,1684,1747,1816,1841,1879,1919,1922
Wales,W06000004,Denbighshire,935,945,963,1028,1074,1122,1157,1206,1261,1279,1311,1384,1371,1379,1423,1475,1489,1513,1553,1559
Wales,W06000005,Flintshire,1442,1481,1534,1695,1738,1777,1846,1925,1958,2007,2057,2134,2137,2175,2265,2342,2411,2486,2607,2661
Wales,W06000006,Wrexham,1200,1220,1276,1423,1468,1515,1577,1645,1678,1732,1784,1865,1867,1914,1997,2070,2117,2177,2265,2304
Wales,W06000023,Powys,1165,1168,1240,1357,1403,1448,1527,1655,1724,1798,1840,1937,1938,1997,2028,2100,2118,2133,2183,2158
Wales,W06000008,Ceredigion,697,718,745,773,815,852,901,927,962,1031,1042,1084,1083,1114,1146,1191,1204,1209,1228,1226
Wales,W06000009,Pembrokeshire,1036,1050,1075,1105,1154,1243,1296,1363,1435,1530,1572,1662,1681,1703,1748,1841,1858,1898,1951,1973
Wales,W06000010,Carmarthenshire,1528,1568,1597,1621,1705,1782,1883,1964,2113,2238,2293,2427,2456,2489,2580,2693,2725,2780,2876,2909
Wales,W06000011,Swansea,2154,2196,2274,2373,2519,2610,2682,2778,2788,2896,2959,3225,3275,3210,3240,3381,3402,3568,3651,3645
Wales,W06000012,Neath Port Talbot,1301,1326,1337,1450,1491,1482,1545,1610,1647,1703,1789,1859,1857,1867,1879,1960,2008,2044,2107,2137
Wales,W06000013,Bridgend,1286,1323,1344,1459,1499,1505,1574,1631,1663,1724,1798,1870,1883,1903,1919,2011,2072,2115,2188,2236
Wales,W06000014,Vale of Glamorgan,1180,1234,1271,1349,1380,1434,1495,1549,1566,1651,1693,1786,1799,1812,1843,1883,1898,1943,2014,2037
Wales,W06000015,Cardiff,3064,3194,3364,3609,3724,3902,4066,4220,4314,4543,4696,4940,5041,5156,5296,5467,5550,5695,5943,6056
Wales,W06000016,Rhondda Cynon Taf,1933,1924,1996,2162,2310,2417,2478,2616,2693,2758,2855,2937,2941,2980,3017,3150,3210,3259,3385,3474
Wales,W06000024,Merthyr Tydfil,450,446,458,506,545,563,575,603,633,652,683,714,722,739,755,781,798,805,834,853
Wales,W06000018,Caerphilly,1516,1545,1621,1780,1823,1863,1953,2017,2031,2059,2151,2218,2209,2244,2303,2414,2464,2488,2592,2616
Wales,W06000019,Blaenau Gwent,614,609,642,699,706,713,737,770,781,784,818,845,844,858,874,911,930,931,973,988
Wales,W06000020,Torfaen,800,816,854,930,953,969,1019,1042,1044,1051,1094,1126,1126,1141,1168,1225,1245,1247,1306,1321
Wales,W06000021,Monmouthshire,886,881,946,1047,1091,1147,1175,1187,1231,1279,1349,1401,1363,1391,1433,1493,1486,1551,1609,1615
Wales,W06000022,Newport,1301,1329,1404,1551,1618,1704,1744,1788,1849,1933,2059,2150,2115,2149,2226,2325,2339,2428,2536,2589
Scotland,S12000033,Aberdeen City,2417,2482,2434,2606,2735,2820,2851,3032,3251,3445,3718,3928,4104,4215,4474,4724,5030,5162,5262,5173
Scotland,S12000034,Aberdeenshire,2506,2590,2560,2754,2892,3027,3106,3347,3625,3849,4129,4377,4502,4603,4841,5074,5377,5497,5608,5422
Scotland,S12000041,Angus,1049,1083,1109,1189,1250,1312,1317,1371,1389,1459,1545,1661,1656,1642,1686,1737,1802,1856,1909,1925
Scotland,S12000035,Argyll and Bute,793,821,843,926,978,1034,1055,1090,1149,1231,1287,1355,1396,1398,1407,1419,1457,1458,1506,1550
Scotland,S12000036,City of Edinburgh,5436,5710,5958,6369,6692,6951,7082,7309,7599,8051,8287,8514,8667,8774,9221,9717,9910,10088,10667,11075
Scotland,S12000005,Clackmannanshire,431,453,463,493,512,540,555,594,611,625,692,724,748,751,760,787,817,831,866,876
Scotland,S12000006,Dumfries and Galloway,1401,1452,1464,1535,1580,1649,1709,1810,1841,1944,2066,2190,2270,2283,2319,2396,2443,2476,2572,2655
Scotland,S12000042,Dundee City,1403,1436,1457,1563,1646,1715,1732,1782,1795,1856,1989,2124,2152,2134,2202,2272,2391,2429,2514,2560
Scotland,S12000008,East Ayrshire,1020,1039,1048,1139,1222,1289,1326,1402,1446,1500,1600,1636,1673,1733,1756,1799,1875,1892,1953,2026
Scotland,S12000045,East Dunbartonshire,1094,1140,1250,1352,1383,1423,1441,1473,1530,1588,1629,1708,1734,1755,1795,1883,1902,1932,2012,2067
Scotland,S12000010,East Lothian,889,933,979,1040,1065,1108,1204,1298,1365,1430,1521,1608,1641,1719,1763,1825,1916,1971,2067,2107
Scotland,S12000011,East Renfrewshire,988,1026,1060,1145,1205,1229,1246,1281,1306,1351,1389,1462,1474,1480,1494,1558,1634,1668,1764,1802
Scotland,S12000014,Falkirk,1261,1314,1399,1467,1565,1636,1713,1796,1875,1989,2115,2216,2207,2192,2289,2412,2466,2474,2583,2632
