Growth in Gross Disposable Household Income by Local Authority1 ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,%
Region,LAU1 code,LA name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
North West,E08000007,Stockport,-,2.7,5.8,6.0,2.3,2.2,3.1,0.5,1.9,3.3,3.7,1.9,4.5,1.1,1.9,4.3,2.9,3.4,5.6,1.2
North West,E08000008,Tameside,-,2.2,5.6,5.6,1.8,3.1,2.9,2.3,4.8,4.3,4.0,2.4,4.9,1.6,2.2,4.1,3.1,2.6,5.3,1.2
North West,E08000009,Trafford,-,2.8,4.2,5.7,2.3,3.1,1.5,2.2,2.4,3.1,3.7,1.4,1.8,0.5,1.8,3.7,2.5,2.3,6.8,0.4
North West,E08000010,Wigan,-,2.2,4.6,5.8,2.9,1.9,3.1,3.0,2.2,4.2,3.7,1.7,2.9,1.1,1.3,4.4,2.4,1.1,2.2,-0.3
North West,E07000117,Burnley,-,3.5,2.3,5.3,3.5,-0.6,2.9,3.2,4.7,4.3,4.8,4.1,3.3,-0.2,2.1,2.5,2.0,1.7,4.6,-0.1
North West,E07000118,Chorley,-,3.2,3.2,8.6,4.2,4.1,3.8,4.0,4.2,3.4,3.9,4.1,4.3,0.4,3.6,4.2,2.3,3.2,8.3,2.0
North West,E07000119,Fylde,-,2.4,2.6,9.0,3.4,2.9,4.1,2.8,2.4,3.9,3.5,2.3,3.8,-0.1,0.1,3.1,1.9,3.2,6.0,-0.5
North West,E07000120,Hyndburn,-,2.9,4.3,6.2,4.4,2.9,1.2,5.4,5.2,2.7,5.1,3.8,3.4,0.3,1.4,2.1,2.5,0.2,5.4,0.4
North West,E07000121,Lancaster,-,3.2,3.9,6.7,4.4,3.6,4.0,4.5,4.1,3.3,3.8,2.5,5.6,1.0,1.7,3.9,3.4,2.1,3.3,1.9
North West,E07000122,Pendle,-,2.5,3.7,7.2,5.7,1.3,3.2,3.0,4.9,4.7,5.3,4.3,3.7,-0.1,1.6,2.5,2.9,0.5,5.2,0.2
North West,E07000123,Preston,-,2.3,1.9,6.0,4.6,2.2,3.8,4.9,6.6,4.2,4.1,2.3,5.0,-0.2,2.2,3.8,0.7,1.9,5.7,-0.9
North West,E07000124,Ribble Valley,-,2.9,4.8,6.2,5.5,3.0,4.8,4.2,2.3,3.1,3.9,2.6,1.6,0.5,2.2,2.0,2.3,3.3,6.1,-0.4
North West,E07000125,Rossendale,-,3.9,2.2,6.6,4.3,3.5,5.0,4.3,4.9,1.8,5.5,4.3,4.9,0.4,2.2,1.8,3.9,1.0,5.8,-0.3
North West,E07000126,South Ribble,-,3.4,2.8,6.9,4.7,3.1,3.0,3.6,2.5,3.6,4.1,2.6,5.0,-0.3,1.6,1.7,1.7,2.5,5.4,-1.3
North West,E07000127,West Lancashire,-,2.3,3.1,7.5,4.4,2.4,3.5,3.6,3.6,3.6,4.5,2.4,4.1,-0.6,2.6,3.4,1.6,3.0,7.6,1.9
North West,E07000128,Wyre,-,2.8,2.7,8.1,5.3,4.2,3.2,3.1,3.6,3.5,3.6,2.4,5.3,-0.9,1.3,2.5,3.0,2.1,3.5,0.9
North West,E08000011,Knowsley ,-,4.1,4.2,9.1,5.4,2.2,2.7,3.7,4.0,3.0,5.0,2.7,3.4,0.1,1.4,3.8,2.1,1.4,5.1,0.9
North West,E08000012,Liverpool,-,1.3,4.4,4.9,4.2,2.8,3.3,3.8,2.4,5.0,3.2,0.4,5.5,1.6,2.1,4.7,3.2,3.0,5.1,1.2
North West,E08000014,Sefton,-,3.0,1.8,0.1,-1.7,3.5,2.6,2.4,3.4,1.5,2.6,2.2,5.8,0.4,0.6,4.5,3.1,-0.2,4.8,-0.2
North West,E08000013,St. Helens,-,2.5,5.1,7.1,5.0,2.3,2.4,4.2,3.7,3.2,5.3,2.2,3.6,0.6,0.8,4.2,1.9,2.0,4.7,1.3
North West,E08000015,Wirral,-,3.5,3.7,6.4,2.9,4.6,3.3,1.2,0.9,1.9,5.2,3.0,4.6,0.7,0.6,4.3,2.8,1.9,3.3,-0.6
Yorkshire and The Humber,E06000011,East Riding of Yorkshire,-,2.9,8.1,3.7,0.9,5.4,4.8,5.5,4.5,4.7,3.1,1.7,2.9,0.7,2.6,2.8,1.2,1.9,5.9,1.5
Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",-,4.3,4.2,8.1,4.7,2.8,0.5,2.3,2.8,0.9,3.5,3.4,4.6,0.2,2.9,3.5,1.0,2.9,4.4,2.7
Yorkshire and The Humber,E06000012,North East Lincolnshire,-,3.8,2.6,3.1,4.4,2.6,3.7,3.3,1.9,3.9,6.0,0.2,1.6,0.4,4.6,3.0,0.6,1.7,3.6,0.2
Yorkshire and The Humber,E06000013,North Lincolnshire,-,4.7,1.4,4.8,4.2,3.6,5.4,4.1,2.6,3.9,6.2,1.4,1.1,0.4,4.5,3.6,0.9,1.4,4.2,0.8
Yorkshire and The Humber,E06000014,York,-,8.5,6.8,4.8,5.5,4.9,0.5,-1.3,2.8,5.6,5.8,1.2,4.7,1.1,2.4,5.9,3.1,4.1,4.5,1.5
Yorkshire and The Humber,E07000163,Craven,-,7.1,1.1,1.7,3.8,5.6,3.0,3.9,7.3,7.0,2.9,2.4,3.7,-1.4,2.1,4.4,1.3,1.2,6.3,1.9
Yorkshire and The Humber,E07000164,Hambleton,-,6.9,0.8,1.9,5.5,4.1,2.9,4.1,5.0,7.0,3.2,3.2,3.5,-1.0,3.1,4.3,1.9,0.6,6.0,1.3
Yorkshire and The Humber,E07000165,Harrogate,-,8.9,2.5,3.5,4.4,5.6,2.4,2.0,6.0,5.9,4.0,2.1,3.8,-0.3,2.9,4.2,2.4,0.4,6.7,1.1
Yorkshire and The Humber,E07000166,Richmondshire,-,9.2,2.1,4.0,3.2,5.5,4.3,6.4,7.4,8.3,4.6,3.6,5.1,0.0,1.9,5.6,2.3,-2.0,4.7,4.4
Yorkshire and The Humber,E07000167,Ryedale,-,5.7,2.5,1.8,4.4,3.8,4.5,4.2,6.0,6.0,2.6,1.8,3.6,-1.9,2.5,4.6,2.6,1.5,7.0,2.4
Yorkshire and The Humber,E07000168,Scarborough,-,5.9,0.9,0.5,2.8,4.7,3.9,6.5,6.1,5.9,2.5,2.7,4.2,-2.1,2.3,4.0,1.5,0.4,6.0,0.2
Yorkshire and The Humber,E07000169,Selby,-,6.3,1.7,2.3,4.7,6.0,3.9,3.5,7.0,6.9,4.0,3.9,6.1,-1.7,2.6,5.3,2.6,1.2,6.6,2.3
Yorkshire and The Humber,E08000016,Barnsley,-,3.7,4.4,6.2,3.9,2.3,4.0,3.4,3.5,3.7,5.0,1.5,2.7,1.6,4.1,4.8,3.7,4.1,4.0,1.8
Yorkshire and The Humber,E08000017,Doncaster,-,4.3,4.9,6.7,3.3,3.3,4.2,2.5,3.1,3.8,4.7,1.7,2.9,1.6,3.2,4.1,3.0,3.1,3.9,1.7
Yorkshire and The Humber,E08000018,Rotherham ,-,3.0,4.6,6.5,4.6,2.7,3.4,1.8,3.5,3.5,4.0,1.0,3.1,1.4,2.9,4.6,3.1,3.0,3.9,1.4
Yorkshire and The Humber,E08000019,Sheffield,-,3.2,3.9,4.8,5.4,3.0,2.0,5.6,1.1,1.9,2.5,3.4,4.4,-0.4,1.7,4.2,2.1,3.8,4.5,2.2
Yorkshire and The Humber,E08000032,Bradford ,-,2.4,4.1,6.8,0.4,3.1,2.0,4.9,1.8,3.1,4.7,2.6,3.0,-0.0,2.0,3.7,3.7,2.8,5.1,1.5
Yorkshire and The Humber,E08000033,Calderdale,-,3.8,3.5,6.5,3.1,2.4,4.1,4.4,3.3,3.5,4.8,1.7,2.0,0.8,1.9,4.6,3.3,2.5,5.1,1.5
Yorkshire and The Humber,E08000034,Kirklees ,-,4.4,3.7,6.8,3.0,3.0,4.1,4.1,2.9,3.7,5.1,1.4,2.8,0.6,2.8,4.6,3.5,2.3,5.8,1.6
Yorkshire and The Humber,E08000035,Leeds ,-,3.2,3.3,7.6,3.3,2.5,2.3,1.9,3.4,3.3,5.1,2.3,2.1,0.7,2.7,3.4,3.2,2.1,5.6,2.0
Yorkshire and The Humber,E08000036,Wakefield,-,4.7,3.5,6.7,3.5,3.8,4.2,3.9,3.1,3.4,5.3,0.8,2.2,1.3,-0.1,3.9,3.2,2.1,5.5,1.7
East Midlands,E06000015,Derby ,-,2.8,4.0,0.4,5.2,4.7,2.3,4.3,0.1,7.0,3.1,0.3,6.6,-2.5,0.7,7.1,3.3,4.3,4.8,1.9
East Midlands,E06000016,Leicester,-,-0.9,3.3,5.7,3.4,3.8,2.8,3.9,1.7,3.6,6.0,0.3,4.3,3.2,1.9,4.9,2.7,2.7,6.3,3.6
East Midlands,E06000018,Nottingham,-,4.0,2.9,3.4,1.4,3.3,2.0,-0.1,3.5,2.5,4.8,3.2,1.7,0.8,1.7,4.8,5.9,3.2,5.6,0.5
East Midlands,E06000017,Rutland ,-,2.9,4.3,8.0,3.2,4.2,4.6,3.6,3.3,4.5,5.2,3.1,0.0,0.7,1.2,2.3,3.3,2.9,5.5,0.7
East Midlands,E07000032,Amber Valley,-,4.2,5.6,6.1,4.4,4.0,7.9,5.3,3.6,4.5,5.3,2.7,1.6,-0.1,3.9,4.2,4.7,1.3,7.4,2.5
East Midlands,E07000033,Bolsover,-,5.7,6.1,5.1,9.6,2.9,3.4,3.2,3.3,5.4,6.4,0.6,1.6,0.0,2.4,5.0,2.1,3.0,7.3,0.1
East Midlands,E07000034,Chesterfield,-,4.9,5.5,4.8,8.7,3.7,2.3,4.3,3.5,5.5,5.3,0.3,1.9,0.2,2.2,4.6,2.4,1.8,6.3,-0.5
East Midlands,E07000035,Derbyshire Dales,-,5.3,4.4,4.9,3.9,2.7,5.7,4.2,3.6,3.5,4.6,1.6,0.2,1.2,3.0,3.9,4.9,0.8,6.0,1.6
East Midlands,E07000036,Erewash,-,4.9,4.5,5.9,5.6,4.0,7.3,5.3,3.8,3.1,4.9,2.8,2.2,-0.1,4.4,4.2,4.7,2.0,7.2,2.3
East Midlands,E07000037,High Peak,-,4.1,4.3,6.9,5.2,3.3,6.9,4.9,3.3,4.3,5.4,2.9,1.1,-1.1,4.7,3.9,4.0,1.2,7.0,2.1
East Midlands,E07000038,North East Derbyshire,-,4.9,6.3,4.0,7.2,3.2,1.5,2.6,3.2,4.4,5.2,-0.2,1.7,-1.0,2.9,4.1,1.6,1.5,6.5,0.3
East Midlands,E07000039,South Derbyshire,-,5.9,6.5,6.6,4.1,6.7,9.7,4.7,5.4,4.6,5.9,3.6,2.3,0.5,5.0,5.1,5.4,2.9,7.8,2.9
East Midlands,E07000129,Blaby,-,3.0,3.9,5.7,4.0,3.2,5.4,3.3,2.8,3.1,5.2,0.9,2.8,-0.1,2.9,3.7,2.3,2.8,5.4,1.4
East Midlands,E07000130,Charnwood,-,2.2,3.7,4.6,4.2,3.6,5.1,5.1,3.4,3.2,5.8,2.2,3.7,1.5,3.1,5.3,2.5,3.5,6.4,1.2
East Midlands,E07000131,Harborough,-,4.7,4.7,7.4,4.2,4.4,5.1,2.5,4.2,3.4,6.3,1.4,2.3,1.8,2.3,4.5,2.7,3.4,6.4,0.6
East Midlands,E07000132,Hinckley and Bosworth,-,2.5,3.6,4.6,4.4,2.4,5.1,4.2,4.4,3.1,4.9,1.4,2.8,-0.5,2.4,3.4,2.1,3.0,5.9,0.4
East Midlands,E07000133,Melton,-,2.0,5.9,5.4,3.6,4.5,4.3,4.3,2.2,3.1,5.7,0.4,3.3,0.9,3.3,4.2,1.2,2.0,4.5,-0.5
East Midlands,E07000134,North West Leicestershire,-,3.2,3.4,6.1,3.8,4.2,5.7,4.9,3.6,3.6,6.0,1.8,2.3,0.7,2.2,3.4,3.7,3.0,6.8,1.0
East Midlands,E07000135,Oadby and Wigston,-,1.7,4.1,4.7,2.9,3.5,6.2,4.8,1.8,3.1,5.0,0.1,0.9,-0.8,4.5,3.1,1.6,1.6,5.3,-0.8
East Midlands,E07000136,Boston,-,4.3,1.6,4.4,5.4,3.7,5.2,5.9,4.4,4.0,7.9,4.5,5.0,2.5,3.2,3.7,3.1,3.0,3.8,0.5
East Midlands,E07000137,East Lindsey,-,4.0,4.0,6.0,3.9,3.5,4.1,5.3,4.3,2.2,5.5,2.2,1.7,0.2,1.9,3.1,1.6,2.5,3.6,-0.9
East Midlands,E07000138,Lincoln,-,3.6,3.8,5.3,4.7,4.1,6.6,6.6,6.2,3.5,6.2,3.0,3.8,2.4,4.4,5.5,2.5,2.6,3.7,0.3
East Midlands,E07000139,North Kesteven,-,4.2,6.1,6.8,5.5,4.8,6.4,3.6,4.8,3.5,7.0,4.5,2.4,1.5,3.6,4.3,2.0,3.7,4.4,0.7
East Midlands,E07000140,South Holland,-,5.1,3.4,7.8,3.7,2.8,6.0,3.9,5.4,3.8,7.4,3.7,3.4,2.2,3.0,4.0,2.2,3.7,4.3,0.6
East Midlands,E07000141,South Kesteven,-,4.6,3.3,4.3,4.5,2.6,4.4,3.7,4.1,2.8,6.2,3.4,2.2,1.9,3.0,4.5,2.3,3.6,3.7,0.3
East Midlands,E07000142,West Lindsey,-,4.0,1.9,4.3,4.1,4.9,5.5,6.2,4.2,3.6,6.9,3.4,2.9,1.9,2.5,3.3,3.2,2.9,3.9,-0.6
East Midlands,E07000150,Corby,-,2.7,2.3,6.5,3.3,2.2,5.1,5.5,7.4,7.0,10.5,4.6,2.6,1.4,4.7,7.3,5.6,4.0,8.2,1.9
East Midlands,E07000151,Daventry,-,6.0,2.9,9.5,5.5,2.0,3.6,3.5,4.5,5.4,7.9,0.4,0.5,-0.1,5.8,5.0,2.7,3.0,7.1,3.8
East Midlands,E07000152,East Northamptonshire,-,5.6,4.3,8.4,5.0,3.1,6.4,4.3,5.3,5.9,7.3,2.9,0.5,-0.7,3.1,4.5,4.1,3.0,7.6,1.8
East Midlands,E07000153,Kettering,-,4.0,3.4,7.1,4.2,2.7,5.6,5.3,5.1,6.1,8.9,2.7,1.4,-0.7,3.2,6.3,3.9,3.8,6.6,1.5
East Midlands,E07000154,Northampton,-,2.8,3.0,7.0,3.5,1.7,3.8,4.0,5.4,6.2,8.6,1.4,1.2,0.5,7.9,6.0,2.9,3.7,6.9,2.9
East Midlands,E07000155,South Northamptonshire,-,2.7,5.6,10.2,4.3,2.4,3.1,2.8,5.0,5.5,7.5,0.4,-1.6,0.3,5.3,5.9,3.4,3.8,7.0,2.1
East Midlands,E07000156,Wellingborough,-,2.8,4.9,7.8,4.3,1.7,4.0,3.7,5.8,4.5,6.7,2.3,0.9,-1.4,2.6,5.4,2.4,3.0,7.3,1.1
East Midlands,E07000170,Ashfield,-,6.1,4.8,7.2,5.0,4.4,3.5,6.3,2.6,2.8,7.2,2.7,2.9,-0.4,1.9,3.7,2.8,4.1,7.2,1.2
East Midlands,E07000171,Bassetlaw,-,5.2,5.2,6.9,4.6,4.3,2.7,6.6,2.3,2.2,6.5,3.0,3.3,-1.4,0.8,3.1,2.1,3.1,6.7,0.6
East Midlands,E07000172,Broxtowe,-,3.2,3.9,2.1,5.9,3.4,4.7,3.9,2.6,3.8,6.2,3.2,2.3,-2.1,0.8,6.4,3.0,2.4,4.4,2.1
East Midlands,E07000173,Gedling,-,4.3,3.0,2.2,6.1,3.5,3.5,3.9,2.0,4.0,6.3,2.8,3.0,-1.3,1.1,5.5,3.7,3.4,4.1,1.9
East Midlands,E07000174,Mansfield,-,4.8,4.0,5.5,3.8,3.7,4.7,6.0,3.1,3.1,7.9,3.7,3.5,-1.1,0.7,3.5,2.3,3.5,7.0,1.3
East Midlands,E07000175,Newark and Sherwood,-,7.1,3.1,7.5,4.9,4.6,4.5,5.4,1.9,2.7,7.0,3.7,2.9,-1.2,0.9,4.2,2.8,3.1,6.9,1.2
East Midlands,E07000176,Rushcliffe,-,5.8,4.5,5.2,5.7,2.8,3.1,3.2,2.2,3.8,6.7,3.3,1.6,-0.2,0.2,5.7,3.9,3.3,5.1,2.6
West Midlands,E06000019,"Herefordshire, County of",-,6.9,2.2,6.7,5.9,3.9,3.5,5.4,2.8,6.8,2.3,5.0,2.9,2.1,3.7,3.3,3.9,1.2,6.2,0.9
West Midlands,E06000051,Shropshire,-,7.3,1.5,5.1,2.6,4.0,4.5,5.1,2.8,6.6,3.5,6.5,3.2,0.0,3.0,2.6,2.2,2.3,6.8,1.5
West Midlands,E06000021,Stoke-on-Trent,-,1.8,5.7,3.7,0.2,1.4,3.0,3.3,5.2,1.8,5.3,2.2,2.5,1.4,3.3,4.0,3.5,1.6,4.7,2.3
West Midlands,E06000020,Telford and Wrekin,-,5.4,2.3,0.7,1.1,4.9,5.4,4.8,-0.1,5.2,4.4,1.9,3.1,1.8,4.4,4.7,2.2,2.5,6.9,2.6
West Midlands,E07000192,Cannock Chase,-,6.5,2.9,4.9,6.4,3.8,3.5,1.8,4.5,4.5,3.7,3.9,3.1,0.2,1.7,4.1,3.3,2.8,5.7,1.9
West Midlands,E07000193,East Staffordshire,-,7.0,2.8,5.8,6.7,3.0,4.0,3.0,3.5,5.5,5.0,4.7,3.4,1.2,2.0,3.9,3.8,3.1,6.3,2.1
West Midlands,E07000194,Lichfield,-,5.5,3.3,5.0,4.6,3.8,3.0,1.4,3.0,5.1,3.5,4.7,0.7,1.2,0.4,3.8,3.1,3.1,6.2,1.7
West Midlands,E07000195,Newcastle-under-Lyme,-,4.5,3.4,5.3,4.6,2.8,3.6,2.0,4.3,4.7,3.5,3.4,2.2,0.0,1.7,4.0,4.5,2.9,6.5,2.9
West Midlands,E07000196,South Staffordshire,-,5.3,3.3,5.6,5.3,4.0,1.7,-0.4,2.7,4.2,3.7,3.5,1.3,0.8,0.8,3.9,4.7,2.6,5.5,1.9
West Midlands,E07000197,Stafford,-,4.0,2.3,5.3,4.9,3.3,4.2,1.4,3.6,5.5,4.1,5.0,1.6,1.0,2.0,3.9,3.5,2.2,5.9,3.0
West Midlands,E07000198,Staffordshire Moorlands,-,6.4,3.2,5.5,5.6,2.0,2.7,2.7,2.9,5.1,3.1,3.7,1.0,0.4,1.0,3.1,3.0,2.8,6.0,1.4
West Midlands,E07000199,Tamworth,-,7.0,3.1,6.1,7.0,2.0,3.3,1.3,3.4,4.9,3.2,3.9,2.6,-0.2,1.0,3.8,3.2,2.0,5.6,1.9
West Midlands,E07000218,North Warwickshire,-,4.3,2.9,6.9,3.7,3.0,3.6,3.7,2.0,3.1,2.6,3.5,3.2,-1.3,1.7,4.1,3.1,3.6,7.7,2.2
West Midlands,E07000219,Nuneaton and Bedworth,-,3.5,2.9,7.0,4.9,2.8,5.2,4.3,2.0,4.4,4.1,3.9,3.7,-0.4,3.0,4.3,3.6,3.2,6.4,2.7
West Midlands,E07000220,Rugby,-,4.9,3.0,8.4,5.8,5.2,2.6,5.0,2.0,6.0,5.0,5.4,3.3,1.2,3.4,4.5,4.4,5.3,7.4,2.4
West Midlands,E07000221,Stratford-on-Avon,-,5.5,4.4,6.3,3.8,1.9,2.9,1.5,2.7,4.3,4.1,4.6,0.5,0.6,2.8,4.2,2.8,3.4,7.6,2.4
West Midlands,E07000222,Warwick,-,6.1,4.2,9.2,5.3,5.2,4.6,4.0,2.8,4.2,4.3,4.4,2.0,0.2,1.7,4.6,3.3,4.4,6.3,2.9
West Midlands,E08000025,Birmingham,-,4.0,2.9,6.4,3.7,2.4,2.0,3.0,1.1,3.7,2.8,3.2,3.3,2.6,2.0,4.1,2.6,4.1,5.2,1.8
West Midlands,E08000026,Coventry,-,2.3,3.5,8.3,4.1,2.5,-0.2,3.4,-1.1,2.1,5.6,3.4,4.1,2.5,2.8,4.0,3.7,3.4,5.0,2.2
West Midlands,E08000027,Dudley ,-,4.0,3.0,5.1,2.3,1.4,1.7,4.1,1.1,3.0,2.1,1.8,4.9,2.1,1.4,4.6,2.8,2.6,4.6,2.2
West Midlands,E08000028,Sandwell ,-,3.9,3.0,5.6,2.4,2.4,2.2,3.7,1.4,2.5,2.5,3.0,4.8,2.5,2.7,4.3,2.3,4.6,5.9,0.5
West Midlands,E08000029,Solihull,-,4.3,3.0,7.1,8.7,3.4,1.6,2.2,2.0,1.9,2.9,2.1,2.0,0.4,2.5,4.3,6.2,3.3,6.5,1.7
West Midlands,E08000030,Walsall,-,4.7,2.6,4.0,1.4,3.3,1.2,3.0,0.7,2.1,2.9,3.4,4.2,1.3,2.6,3.8,3.8,4.4,4.2,-0.4
West Midlands,E08000031,Wolverhampton,-,4.3,3.0,4.1,2.5,2.3,1.3,2.7,1.0,2.2,3.4,3.4,3.2,1.0,1.7,3.1,2.7,3.2,4.5,1.5
West Midlands,E07000234,Bromsgrove,-,6.8,2.1,5.2,4.3,4.2,1.4,4.8,4.8,5.9,0.7,3.5,1.4,-1.0,2.5,4.2,3.9,4.1,6.8,2.3
West Midlands,E07000235,Malvern Hills,-,6.6,1.6,3.5,4.3,5.3,0.5,4.3,4.5,5.6,0.9,1.9,0.8,-0.1,2.3,3.1,4.5,3.6,5.9,1.9
West Midlands,E07000236,Redditch,-,6.8,3.1,4.3,4.2,4.0,3.4,7.1,4.5,6.6,1.3,3.3,3.8,-0.9,1.9,3.7,4.0,2.6,5.9,1.5
West Midlands,E07000237,Worcester,-,9.0,2.7,4.0,4.5,4.5,2.5,5.8,5.0,6.5,1.5,3.7,3.2,-0.8,3.4,5.0,4.4,3.0,6.3,2.6
West Midlands,E07000238,Wychavon,-,6.8,3.0,6.6,5.7,2.3,1.9,4.6,4.4,5.2,1.5,2.0,1.5,-0.5,2.3,3.5,4.3,4.5,7.3,2.7
West Midlands,E07000239,Wyre Forest,-,6.2,1.6,2.9,3.9,3.6,3.0,5.3,4.9,4.6,0.7,2.4,2.0,-1.9,1.6,3.4,4.0,2.9,6.4,1.6
